user,num_users,latlon_tru,latlon_pred,haversine_distance,acc_at_161,percent
user_00bc828f,23,"[40.825037, -73.86694]","[39.307559999999995, -76.65441700000001]",291.07459979968513,0.0,20
user_00bc828f,45,"[40.825037, -73.86694]","[39.307559999999995, -76.65441700000001]",291.07459979968513,0.0,40
user_00bc828f,67,"[40.825037, -73.86694]","[39.307559999999995, -76.65441700000001]",291.07459979968513,0.0,60
user_00bc828f,89,"[40.825037, -73.86694]","[39.307559999999995, -76.65441700000001]",291.07459979968513,0.0,80
user_00bc828f,111,"[40.825037, -73.86694]","[39.307559999999995, -76.65441700000001]",291.07459979968513,0.0,100
user_00c14333,0,"[41.062402, -81.51817700000001]","[41.446424, -81.536098]",42.72762812271863,1.0,0
user_00c14333,4,"[41.062402, -81.51817700000001]","[41.446424, -81.536098]",42.72762812271863,1.0,5
user_00c14333,7,"[41.062402, -81.51817700000001]","[41.446424, -81.536098]",42.72762812271863,1.0,10
user_00c14333,14,"[41.062402, -81.51817700000001]","[41.446424, -81.536098]",42.72762812271863,1.0,20
user_00c14333,27,"[41.062402, -81.51817700000001]","[41.446424, -81.536098]",42.72762812271863,1.0,40
user_00c14333,40,"[41.062402, -81.51817700000001]","[41.446424, -81.536098]",42.72762812271863,1.0,60
user_00c14333,53,"[41.062402, -81.51817700000001]","[41.446424, -81.536098]",42.72762812271863,1.0,80
user_00c14333,66,"[41.062402, -81.51817700000001]","[41.446424, -81.536098]",42.72762812271863,1.0,100
user_00d789e9,0,"[36.774875, -79.68382]","[33.592547999999994, -117.1703525]",3403.4197091795304,0.0,0
user_00d789e9,3,"[36.774875, -79.68382]","[38.485291, -122.137948]",3710.2052103220503,0.0,5
user_00d789e9,6,"[36.774875, -79.68382]","[38.485291, -122.137948]",3710.2052103220503,0.0,10
user_00d789e9,11,"[36.774875, -79.68382]","[38.485291, -122.137948]",3710.2052103220503,0.0,20
user_00d789e9,22,"[36.774875, -79.68382]","[38.485291, -122.137948]",3710.2052103220503,0.0,40
user_00d789e9,33,"[36.774875, -79.68382]","[38.485291, -122.137948]",3710.2052103220503,0.0,60
user_00d789e9,44,"[36.774875, -79.68382]","[33.592547999999994, -117.1703525]",3403.4197091795304,0.0,80
user_00d789e9,54,"[36.774875, -79.68382]","[33.592547999999994, -117.1703525]",3403.4197091795304,0.0,100
user_00e121e4,0,"[29.920721, -90.116249]","[33.187655500000005, -90.102037]",363.26953844448343,0.0,0
user_00e121e4,8,"[29.920721, -90.116249]","[33.187655500000005, -90.102037]",363.26953844448343,0.0,5
user_00e121e4,15,"[29.920721, -90.116249]","[33.187655500000005, -90.102037]",363.26953844448343,0.0,10
user_00e121e4,29,"[29.920721, -90.116249]","[33.187655500000005, -90.102037]",363.26953844448343,0.0,20
user_00e121e4,58,"[29.920721, -90.116249]","[33.187655500000005, -90.102037]",363.26953844448343,0.0,40
user_00e121e4,86,"[29.920721, -90.116249]","[33.187655500000005, -90.102037]",363.26953844448343,0.0,60
user_00e121e4,115,"[29.920721, -90.116249]","[33.187655500000005, -90.102037]",363.26953844448343,0.0,80
user_00e121e4,143,"[29.920721, -90.116249]","[33.187655500000005, -90.102037]",363.26953844448343,0.0,100
