user,num_features,num_edges,latlon_tru,latlon_pred,haversine_distance,acc_at_161,percent
user_00e121e4,8,4,"[29.920721, -90.116249]","[33.187655500000005, -90.102037]",363.26953844448343,0.0,5
user_00e121e4,15,8,"[29.920721, -90.116249]","[33.187655500000005, -90.102037]",363.26953844448343,0.0,10
user_00e121e4,29,16,"[29.920721, -90.116249]","[33.187655500000005, -90.102037]",363.26953844448343,0.0,20
user_00e121e4,58,33,"[29.920721, -90.116249]","[33.187655500000005, -90.102037]",363.26953844448343,0.0,40
user_00e121e4,86,49,"[29.920721, -90.116249]","[33.187655500000005, -90.102037]",363.26953844448343,0.0,60
user_00e121e4,115,66,"[29.920721, -90.116249]","[33.746497, -84.074836]",711.5885822359705,0.0,80
user_00e121e4,143,82,"[29.920721, -90.116249]","[33.935105, -118.29469]",2687.7979501897403,0.0,100
user_00e7be97,0,0,"[34.233602000000005, -118.471792]","[33.935105, -118.29469]",36.982160966619915,1.0,0
user_00e7be97,3,0,"[34.233602000000005, -118.471792]","[33.935105, -118.29469]",36.982160966619915,1.0,5
user_00e7be97,5,0,"[34.233602000000005, -118.471792]","[33.935105, -118.29469]",36.982160966619915,1.0,10
user_00e7be97,10,0,"[34.233602000000005, -118.471792]","[33.935105, -118.29469]",36.982160966619915,1.0,20
user_00e7be97,20,1,"[34.233602000000005, -118.471792]","[33.935105, -118.29469]",36.982160966619915,1.0,40
user_00e7be97,30,2,"[34.233602000000005, -118.471792]","[33.935105, -118.29469]",36.982160966619915,1.0,60
user_00e7be97,40,3,"[34.233602000000005, -118.471792]","[33.746497, -84.074836]",3156.455061655521,0.0,80
user_00e7be97,50,3,"[34.233602000000005, -118.471792]","[33.746497, -84.074836]",3156.455061655521,0.0,100
user_0111c2b3,0,0,"[43.707651, -79.406835]","[43.027428, -77.610271]",163.73627460303106,0.0,0
user_0111c2b3,9,1,"[43.707651, -79.406835]","[43.027428, -77.610271]",163.73627460303106,0.0,5
user_0111c2b3,18,3,"[43.707651, -79.406835]","[43.027428, -77.610271]",163.73627460303106,0.0,10
user_0111c2b3,36,6,"[43.707651, -79.406835]","[43.027428, -77.610271]",163.73627460303106,0.0,20
user_0111c2b3,72,12,"[43.707651, -79.406835]","[40.767058, -73.997]",552.3114744429478,0.0,40
user_0111c2b3,108,19,"[43.707651, -79.406835]","[43.027428, -77.610271]",163.73627460303106,0.0,60
user_0111c2b3,144,25,"[43.707651, -79.406835]","[38.1297562, -85.9286095]",827.0812835221146,0.0,80
user_0111c2b3,179,31,"[43.707651, -79.406835]","[40.767058, -73.997]",552.3114744429478,0.0,100
user_012b2595,0,0,"[34.127978000000006, -118.03457]","[34.393699999999995, -118.24542149999999]",35.33422267254597,1.0,0
user_012b2595,4,0,"[34.127978000000006, -118.03457]","[34.393699999999995, -118.24542149999999]",35.33422267254597,1.0,5
user_012b2595,7,0,"[34.127978000000006, -118.03457]","[34.393699999999995, -118.24542149999999]",35.33422267254597,1.0,10
user_012b2595,14,0,"[34.127978000000006, -118.03457]","[34.393699999999995, -118.24542149999999]",35.33422267254597,1.0,20
user_012b2595,28,0,"[34.127978000000006, -118.03457]","[34.393699999999995, -118.24542149999999]",35.33422267254597,1.0,40
user_012b2595,42,0,"[34.127978000000006, -118.03457]","[34.393699999999995, -118.24542149999999]",35.33422267254597,1.0,60
user_012b2595,56,0,"[34.127978000000006, -118.03457]","[34.393699999999995, -118.24542149999999]",35.33422267254597,1.0,80
user_012b2595,70,0,"[34.127978000000006, -118.03457]","[34.393699999999995, -118.24542149999999]",35.33422267254597,1.0,100
user_0139bf5c,0,0,"[40.670277, -73.899973]","[40.679817, -73.849707]",4.369766000114561,1.0,0
user_0139bf5c,3,0,"[40.670277, -73.899973]","[40.679817, -73.849707]",4.369766000114561,1.0,5
user_0139bf5c,5,1,"[40.670277, -73.899973]","[40.68682149999999, -73.942293]",4.0150234883036156,1.0,10
user_0139bf5c,10,3,"[40.670277, -73.899973]","[40.679817, -73.849707]",4.369766000114561,1.0,20
user_0139bf5c,19,7,"[40.670277, -73.899973]","[40.68682149999999, -73.942293]",4.0150234883036156,1.0,40
user_0139bf5c,29,11,"[40.670277, -73.899973]","[40.68682149999999, -73.942293]",4.0150234883036156,1.0,60
user_0139bf5c,38,15,"[40.670277, -73.899973]","[40.679817, -73.849707]",4.369766000114561,1.0,80
user_0139bf5c,47,19,"[40.670277, -73.899973]","[40.68682149999999, -73.942293]",4.0150234883036156,1.0,100
user_0158891f,0,0,"[39.137188, -77.072672]","[37.500671000000004, -77.394889]",184.13060362120044,0.0,0
user_0158891f,3,0,"[39.137188, -77.072672]","[37.500671000000004, -77.394889]",184.13060362120044,0.0,5
user_0158891f,5,0,"[39.137188, -77.072672]","[37.500671000000004, -77.394889]",184.13060362120044,0.0,10
user_0158891f,9,1,"[39.137188, -77.072672]","[37.500671000000004, -77.394889]",184.13060362120044,0.0,20
user_0158891f,18,3,"[39.137188, -77.072672]","[37.500671000000004, -77.394889]",184.13060362120044,0.0,40
user_0158891f,27,5,"[39.137188, -77.072672]","[37.500671000000004, -77.394889]",184.13060362120044,0.0,60
user_0158891f,36,7,"[39.137188, -77.072672]","[37.500671000000004, -77.394889]",184.13060362120044,0.0,80
user_0158891f,44,8,"[39.137188, -77.072672]","[37.500671000000004, -77.394889]",184.13060362120044,0.0,100
user_018311d7,0,0,"[26.240639, -80.202175]","[25.973882, -80.242374]",29.932411855580117,1.0,0
user_018311d7,5,0,"[26.240639, -80.202175]","[25.973882, -80.242374]",29.932411855580117,1.0,5
user_018311d7,10,0,"[26.240639, -80.202175]","[25.973882, -80.242374]",29.932411855580117,1.0,10
user_018311d7,19,1,"[26.240639, -80.202175]","[25.973882, -80.242374]",29.932411855580117,1.0,20
user_018311d7,37,2,"[26.240639, -80.202175]","[25.973882, -80.242374]",29.932411855580117,1.0,40
user_018311d7,56,4,"[26.240639, -80.202175]","[25.973882, -80.242374]",29.932411855580117,1.0,60
user_018311d7,74,5,"[26.240639, -80.202175]","[25.973882, -80.242374]",29.932411855580117,1.0,80
user_018311d7,92,6,"[26.240639, -80.202175]","[25.973882, -80.242374]",29.932411855580117,1.0,100
user_020719b6,0,0,"[40.798828, -73.96866700000001]","[40.812029499999994, -73.93619749999999]",3.1021640703310176,1.0,0
user_020719b6,12,1,"[40.798828, -73.96866700000001]","[40.9112535, -73.7748885]",20.539974318257194,1.0,5
user_020719b6,24,3,"[40.798828, -73.96866700000001]","[40.812029499999994, -73.93619749999999]",3.1021640703310176,1.0,10
user_020719b6,48,6,"[40.798828, -73.96866700000001]","[40.812029499999994, -73.93619749999999]",3.1021640703310176,1.0,20
user_020719b6,95,12,"[40.798828, -73.96866700000001]","[40.862080999999996, -73.893029]",9.485118939359822,1.0,40
user_020719b6,142,18,"[40.798828, -73.96866700000001]","[40.862080999999996, -73.893029]",9.485118939359822,1.0,60
user_020719b6,189,24,"[40.798828, -73.96866700000001]","[40.9112535, -73.7748885]",20.539974318257194,1.0,80
user_020719b6,236,30,"[40.798828, -73.96866700000001]","[40.9112535, -73.7748885]",20.539974318257194,1.0,100
user_024035a3,0,0,"[41.89503, -87.61735300000001]","[38.1297562, -85.9286095]",442.66663378170585,0.0,0
user_024035a3,8,0,"[41.89503, -87.61735300000001]","[38.1297562, -85.9286095]",442.66663378170585,0.0,5
user_024035a3,15,0,"[41.89503, -87.61735300000001]","[38.1297562, -85.9286095]",442.66663378170585,0.0,10
user_024035a3,29,1,"[41.89503, -87.61735300000001]","[38.1297562, -85.9286095]",442.66663378170585,0.0,20
user_024035a3,57,3,"[41.89503, -87.61735300000001]","[38.1297562, -85.9286095]",442.66663378170585,0.0,40
user_024035a3,86,4,"[41.89503, -87.61735300000001]","[38.1297562, -85.9286095]",442.66663378170585,0.0,60
user_024035a3,114,6,"[41.89503, -87.61735300000001]","[42.392489999999995, -83.472249]",346.1626601088076,0.0,80
user_024035a3,142,7,"[41.89503, -87.61735300000001]","[42.392489999999995, -83.472249]",346.1626601088076,0.0,100
user_0244a57d,0,0,"[36.070212, -79.771242]","[35.699328, -80.81794599999999]",102.92053890660378,1.0,0
user_0244a57d,7,1,"[36.070212, -79.771242]","[35.699328, -80.81794599999999]",102.92053890660378,1.0,5
user_0244a57d,13,2,"[36.070212, -79.771242]","[35.699328, -80.81794599999999]",102.92053890660378,1.0,10
user_0244a57d,26,4,"[36.070212, -79.771242]","[35.699328, -80.81794599999999]",102.92053890660378,1.0,20
user_0244a57d,52,8,"[36.070212, -79.771242]","[35.699328, -80.81794599999999]",102.92053890660378,1.0,40
user_0244a57d,78,12,"[36.070212, -79.771242]","[35.699328, -80.81794599999999]",102.92053890660378,1.0,60
user_0244a57d,104,16,"[36.070212, -79.771242]","[35.952729999999995, -78.541696]",111.36037042720622,1.0,80
user_0244a57d,129,20,"[36.070212, -79.771242]","[35.699328, -80.81794599999999]",102.92053890660378,1.0,100
user_025254cc,0,0,"[32.37846, -86.19815]","[29.694716500000002, -95.5632315]",940.4374948874217,0.0,0
user_025254cc,4,0,"[32.37846, -86.19815]","[29.694716500000002, -95.5632315]",940.4374948874217,0.0,5
user_025254cc,7,1,"[32.37846, -86.19815]","[29.694716500000002, -95.5632315]",940.4374948874217,0.0,10
user_025254cc,14,3,"[32.37846, -86.19815]","[29.694716500000002, -95.5632315]",940.4374948874217,0.0,20
user_025254cc,28,7,"[32.37846, -86.19815]","[38.485291, -122.137948]",3304.4413423392507,0.0,40
user_025254cc,42,10,"[32.37846, -86.19815]","[29.694716500000002, -95.5632315]",940.4374948874217,0.0,60
user_025254cc,56,14,"[32.37846, -86.19815]","[29.694716500000002, -95.5632315]",940.4374948874217,0.0,80
user_025254cc,69,17,"[32.37846, -86.19815]","[29.694716500000002, -95.5632315]",940.4374948874217,0.0,100
user_02608f89,0,0,"[29.613927, -95.499895]","[29.694716500000002, -95.5632315]",10.870115489034083,1.0,0
user_02608f89,11,2,"[29.613927, -95.499895]","[29.694716500000002, -95.5632315]",10.870115489034083,1.0,5
user_02608f89,22,5,"[29.613927, -95.499895]","[29.694716500000002, -95.5632315]",10.870115489034083,1.0,10
user_02608f89,44,10,"[29.613927, -95.499895]","[29.694716500000002, -95.5632315]",10.870115489034083,1.0,20
user_02608f89,87,20,"[29.613927, -95.499895]","[29.694716500000002, -95.5632315]",10.870115489034083,1.0,40
user_02608f89,131,30,"[29.613927, -95.499895]","[33.187655500000005, -90.102037]",648.1821553903811,0.0,60
user_02608f89,174,40,"[29.613927, -95.499895]","[33.187655500000005, -90.102037]",648.1821553903811,0.0,80
user_02608f89,217,50,"[29.613927, -95.499895]","[29.694716500000002, -95.5632315]",10.870115489034083,1.0,100
user_0260ac1c,0,0,"[25.964809, -80.352982]","[25.973882, -80.242374]",11.103139449125363,1.0,0
user_0260ac1c,5,0,"[25.964809, -80.352982]","[25.973882, -80.242374]",11.103139449125363,1.0,5
user_0260ac1c,9,1,"[25.964809, -80.352982]","[25.973882, -80.242374]",11.103139449125363,1.0,10
user_0260ac1c,17,2,"[25.964809, -80.352982]","[25.973882, -80.242374]",11.103139449125363,1.0,20
user_0260ac1c,33,4,"[25.964809, -80.352982]","[30.248988500000003, -82.335955]",514.5209805618659,0.0,40
user_0260ac1c,50,7,"[25.964809, -80.352982]","[30.248988500000003, -82.335955]",514.5209805618659,0.0,60
user_0260ac1c,66,9,"[25.964809, -80.352982]","[30.248988500000003, -82.335955]",514.5209805618659,0.0,80
user_0260ac1c,82,11,"[25.964809, -80.352982]","[30.248988500000003, -82.335955]",514.5209805618659,0.0,100
user_026a085b,0,0,"[40.822542, -73.616138]","[40.862080999999996, -73.893029]",23.703489251116157,1.0,0
user_026a085b,4,0,"[40.822542, -73.616138]","[40.862080999999996, -73.893029]",23.703489251116157,1.0,5
user_026a085b,7,0,"[40.822542, -73.616138]","[40.862080999999996, -73.893029]",23.703489251116157,1.0,10
user_026a085b,13,1,"[40.822542, -73.616138]","[40.689132, -73.721469]",17.28515077854286,1.0,20
user_026a085b,26,2,"[40.822542, -73.616138]","[40.862080999999996, -73.893029]",23.703489251116157,1.0,40
user_026a085b,39,3,"[40.822542, -73.616138]","[40.689132, -73.721469]",17.28515077854286,1.0,60
user_026a085b,52,4,"[40.822542, -73.616138]","[40.689132, -73.721469]",17.28515077854286,1.0,80
user_026a085b,65,5,"[40.822542, -73.616138]","[40.689132, -73.721469]",17.28515077854286,1.0,100
user_027240b7,0,0,"[40.715163000000004, -74.050488]","[40.6952045, -74.005395]",4.401527815697584,1.0,0
user_027240b7,5,0,"[40.715163000000004, -74.050488]","[40.6952045, -74.005395]",4.401527815697584,1.0,5
user_027240b7,10,1,"[40.715163000000004, -74.050488]","[40.6952045, -74.005395]",4.401527815697584,1.0,10
user_027240b7,19,2,"[40.715163000000004, -74.050488]","[40.6952045, -74.005395]",4.401527815697584,1.0,20
user_027240b7,38,4,"[40.715163000000004, -74.050488]","[40.6952045, -74.005395]",4.401527815697584,1.0,40
user_027240b7,57,7,"[40.715163000000004, -74.050488]","[40.6952045, -74.005395]",4.401527815697584,1.0,60
user_027240b7,76,9,"[40.715163000000004, -74.050488]","[40.6952045, -74.005395]",4.401527815697584,1.0,80
user_027240b7,94,11,"[40.715163000000004, -74.050488]","[40.6952045, -74.005395]",4.401527815697584,1.0,100
user_028ea70d,0,0,"[33.952566999999995, -84.095391]","[37.500671000000004, -77.394889]",721.8445247035469,0.0,0
user_028ea70d,5,1,"[33.952566999999995, -84.095391]","[37.500671000000004, -77.394889]",721.8445247035469,0.0,5
user_028ea70d,10,3,"[33.952566999999995, -84.095391]","[37.500671000000004, -77.394889]",721.8445247035469,0.0,10
user_028ea70d,20,6,"[33.952566999999995, -84.095391]","[37.500671000000004, -77.394889]",721.8445247035469,0.0,20
user_028ea70d,40,12,"[33.952566999999995, -84.095391]","[30.248988500000003, -82.335955]",443.8923902514348,0.0,40
user_028ea70d,59,19,"[33.952566999999995, -84.095391]","[37.500671000000004, -77.394889]",721.8445247035469,0.0,60
user_028ea70d,79,25,"[33.952566999999995, -84.095391]","[33.748637, -84.44241149999999]",39.25757557093724,1.0,80
user_028ea70d,98,31,"[33.952566999999995, -84.095391]","[33.748637, -84.44241149999999]",39.25757557093724,1.0,100
user_02b9be6b,0,0,"[25.715007999999997, -80.321984]","[25.973882, -80.242374]",29.867647250631187,1.0,0
user_02b9be6b,3,0,"[25.715007999999997, -80.321984]","[25.973882, -80.242374]",29.867647250631187,1.0,5
user_02b9be6b,6,0,"[25.715007999999997, -80.321984]","[25.973882, -80.242374]",29.867647250631187,1.0,10
user_02b9be6b,12,1,"[25.715007999999997, -80.321984]","[25.973882, -80.242374]",29.867647250631187,1.0,20
user_02b9be6b,23,3,"[25.715007999999997, -80.321984]","[25.973882, -80.242374]",29.867647250631187,1.0,40
user_02b9be6b,34,4,"[25.715007999999997, -80.321984]","[25.973882, -80.242374]",29.867647250631187,1.0,60
user_02b9be6b,45,6,"[25.715007999999997, -80.321984]","[25.973882, -80.242374]",29.867647250631187,1.0,80
user_02b9be6b,56,7,"[25.715007999999997, -80.321984]","[25.973882, -80.242374]",29.867647250631187,1.0,100
user_02bc8170,0,0,"[33.956047, -80.388723]","[33.746497, -84.074836]",341.1757118692413,0.0,0
user_02bc8170,6,0,"[33.956047, -80.388723]","[33.746497, -84.074836]",341.1757118692413,0.0,5
user_02bc8170,11,1,"[33.956047, -80.388723]","[33.746497, -84.074836]",341.1757118692413,0.0,10
user_02bc8170,22,3,"[33.956047, -80.388723]","[33.746497, -84.074836]",341.1757118692413,0.0,20
user_02bc8170,43,7,"[33.956047, -80.388723]","[33.746497, -84.074836]",341.1757118692413,0.0,40
user_02bc8170,65,11,"[33.956047, -80.388723]","[33.746497, -84.074836]",341.1757118692413,0.0,60
user_02bc8170,86,15,"[33.956047, -80.388723]","[35.952729999999995, -78.541696]",278.60556781084296,0.0,80
user_02bc8170,107,18,"[33.956047, -80.388723]","[33.746497, -84.074836]",341.1757118692413,0.0,100
user_02bf7ba3,0,0,"[30.431894, -91.172674]","[33.746497, -84.074836]",763.2314341694454,0.0,0
user_02bf7ba3,5,0,"[30.431894, -91.172674]","[33.746497, -84.074836]",763.2314341694454,0.0,5
user_02bf7ba3,9,0,"[30.431894, -91.172674]","[33.746497, -84.074836]",763.2314341694454,0.0,10
user_02bf7ba3,17,0,"[30.431894, -91.172674]","[33.746497, -84.074836]",763.2314341694454,0.0,20
user_02bf7ba3,33,1,"[30.431894, -91.172674]","[33.746497, -84.074836]",763.2314341694454,0.0,40
user_02bf7ba3,50,1,"[30.431894, -91.172674]","[33.746497, -84.074836]",763.2314341694454,0.0,60
user_02bf7ba3,66,2,"[30.431894, -91.172674]","[33.746497, -84.074836]",763.2314341694454,0.0,80
user_02bf7ba3,82,2,"[30.431894, -91.172674]","[33.746497, -84.074836]",763.2314341694454,0.0,100
user_0353e8ae,0,0,"[33.991759, -81.026973]","[33.746497, -84.074836]",282.7067759271928,0.0,0
user_0353e8ae,3,2,"[33.991759, -81.026973]","[33.746497, -84.074836]",282.7067759271928,0.0,5
user_0353e8ae,5,4,"[33.991759, -81.026973]","[33.746497, -84.074836]",282.7067759271928,0.0,10
user_0353e8ae,10,8,"[33.991759, -81.026973]","[35.699328, -80.81794599999999]",190.82887040738092,0.0,20
user_0353e8ae,20,16,"[33.991759, -81.026973]","[33.746497, -84.074836]",282.7067759271928,0.0,40
user_0353e8ae,30,25,"[33.991759, -81.026973]","[33.746497, -84.074836]",282.7067759271928,0.0,60
user_0353e8ae,40,33,"[33.991759, -81.026973]","[35.699328, -80.81794599999999]",190.82887040738092,0.0,80
user_0353e8ae,50,41,"[33.991759, -81.026973]","[33.746497, -84.074836]",282.7067759271928,0.0,100
user_0358290a,0,0,"[42.329366, -71.083885]","[41.916661, -71.40430400000001]",52.95563258243768,1.0,0
user_0358290a,6,0,"[42.329366, -71.083885]","[41.916661, -71.40430400000001]",52.95563258243768,1.0,5
user_0358290a,12,0,"[42.329366, -71.083885]","[41.916661, -71.40430400000001]",52.95563258243768,1.0,10
user_0358290a,23,1,"[42.329366, -71.083885]","[41.916661, -71.40430400000001]",52.95563258243768,1.0,20
user_0358290a,45,3,"[42.329366, -71.083885]","[41.916661, -71.40430400000001]",52.95563258243768,1.0,40
user_0358290a,68,5,"[42.329366, -71.083885]","[41.916661, -71.40430400000001]",52.95563258243768,1.0,60
user_0358290a,90,7,"[42.329366, -71.083885]","[41.916661, -71.40430400000001]",52.95563258243768,1.0,80
user_0358290a,112,9,"[42.329366, -71.083885]","[41.916661, -71.40430400000001]",52.95563258243768,1.0,100
user_0382fe49,0,0,"[39.984679, -104.880067]","[32.966581500000004, -96.941848]",1053.9584358080285,0.0,0
user_0382fe49,7,0,"[39.984679, -104.880067]","[32.966581500000004, -96.941848]",1053.9584358080285,0.0,5
user_0382fe49,13,1,"[39.984679, -104.880067]","[32.966581500000004, -96.941848]",1053.9584358080285,0.0,10
user_0382fe49,25,2,"[39.984679, -104.880067]","[32.966581500000004, -96.941848]",1053.9584358080285,0.0,20
user_0382fe49,49,4,"[39.984679, -104.880067]","[32.966581500000004, -96.941848]",1053.9584358080285,0.0,40
user_0382fe49,73,7,"[39.984679, -104.880067]","[32.966581500000004, -96.941848]",1053.9584358080285,0.0,60
user_0382fe49,97,9,"[39.984679, -104.880067]","[33.748637, -84.44241149999999]",1940.3462007676865,0.0,80
user_0382fe49,121,11,"[39.984679, -104.880067]","[32.966581500000004, -96.941848]",1053.9584358080285,0.0,100
