user,num_users,latlon_tru,latlon_pred,haversine_distance,acc_at_161,percent
user_00bc828f,5,"[40.825037, -73.86694]","[39.307559999999995, -76.65441700000001]",291.07459979968513,0.0,40
user_00bc828f,7,"[40.825037, -73.86694]","[38.935939499999996, -77.024115]",341.5738259261401,0.0,60
user_00bc828f,10,"[40.825037, -73.86694]","[39.307559999999995, -76.65441700000001]",291.07459979968513,0.0,80
user_00bc828f,12,"[40.825037, -73.86694]","[38.935939499999996, -77.024115]",341.5738259261401,0.0,100
user_00c14333,0,"[41.062402, -81.51817700000001]","[41.446424, -81.536098]",42.72762812271863,1.0,0
user_00c14333,0,"[41.062402, -81.51817700000001]","[41.446424, -81.536098]",42.72762812271863,1.0,5
user_00c14333,1,"[41.062402, -81.51817700000001]","[41.446424, -81.536098]",42.72762812271863,1.0,10
user_00c14333,2,"[41.062402, -81.51817700000001]","[41.446424, -81.536098]",42.72762812271863,1.0,20
user_00c14333,5,"[41.062402, -81.51817700000001]","[41.446424, -81.536098]",42.72762812271863,1.0,40
user_00c14333,8,"[41.062402, -81.51817700000001]","[41.446424, -81.536098]",42.72762812271863,1.0,60
user_00c14333,11,"[41.062402, -81.51817700000001]","[38.1297562, -85.9286095]",499.01848438632,0.0,80
user_00c14333,14,"[41.062402, -81.51817700000001]","[40.0097845, -75.15243749999999]",550.4032751211316,0.0,100
user_00d789e9,0,"[36.774875, -79.68382]","[38.485291, -122.137948]",3710.2052103220503,0.0,0
user_00d789e9,0,"[36.774875, -79.68382]","[38.485291, -122.137948]",3710.2052103220503,0.0,5
user_00d789e9,0,"[36.774875, -79.68382]","[38.485291, -122.137948]",3710.2052103220503,0.0,10
user_00d789e9,0,"[36.774875, -79.68382]","[38.485291, -122.137948]",3710.2052103220503,0.0,20
user_00d789e9,0,"[36.774875, -79.68382]","[38.485291, -122.137948]",3710.2052103220503,0.0,40
user_00d789e9,1,"[36.774875, -79.68382]","[38.485291, -122.137948]",3710.2052103220503,0.0,60
user_00d789e9,1,"[36.774875, -79.68382]","[38.485291, -122.137948]",3710.2052103220503,0.0,80
user_00d789e9,1,"[36.774875, -79.68382]","[38.485291, -122.137948]",3710.2052103220503,0.0,100
user_00e121e4,0,"[29.920721, -90.116249]","[33.187655500000005, -90.102037]",363.26953844448343,0.0,0
user_00e121e4,4,"[29.920721, -90.116249]","[33.187655500000005, -90.102037]",363.26953844448343,0.0,5
user_00e121e4,8,"[29.920721, -90.116249]","[33.187655500000005, -90.102037]",363.26953844448343,0.0,10
user_00e121e4,16,"[29.920721, -90.116249]","[33.187655500000005, -90.102037]",363.26953844448343,0.0,20
user_00e121e4,33,"[29.920721, -90.116249]","[33.746497, -84.074836]",711.5885822359705,0.0,40
user_00e121e4,49,"[29.920721, -90.116249]","[39.307559999999995, -76.65441700000001]",1611.3954727721487,0.0,60
user_00e121e4,66,"[29.920721, -90.116249]","[33.746497, -84.074836]",711.5885822359705,0.0,80
user_00e121e4,82,"[29.920721, -90.116249]","[29.694716500000002, -95.5632315]",526.0965407661151,0.0,100
user_00e7be97,0,"[34.233602000000005, -118.471792]","[33.935105, -118.29469]",36.982160966619915,1.0,0
user_00e7be97,0,"[34.233602000000005, -118.471792]","[33.935105, -118.29469]",36.982160966619915,1.0,5
user_00e7be97,0,"[34.233602000000005, -118.471792]","[33.935105, -118.29469]",36.982160966619915,1.0,10
user_00e7be97,0,"[34.233602000000005, -118.471792]","[33.935105, -118.29469]",36.982160966619915,1.0,20
user_00e7be97,1,"[34.233602000000005, -118.471792]","[33.935105, -118.29469]",36.982160966619915,1.0,40
user_00e7be97,2,"[34.233602000000005, -118.471792]","[33.746497, -84.074836]",3156.455061655521,0.0,60
user_00e7be97,3,"[34.233602000000005, -118.471792]","[33.746497, -84.074836]",3156.455061655521,0.0,80
user_00e7be97,3,"[34.233602000000005, -118.471792]","[33.746497, -84.074836]",3156.455061655521,0.0,100
user_0111c2b3,0,"[43.707651, -79.406835]","[43.027428, -77.610271]",163.73627460303106,0.0,0
user_0111c2b3,1,"[43.707651, -79.406835]","[43.027428, -77.610271]",163.73627460303106,0.0,5
user_0111c2b3,3,"[43.707651, -79.406835]","[43.027428, -77.610271]",163.73627460303106,0.0,10
user_0111c2b3,6,"[43.707651, -79.406835]","[43.027428, -77.610271]",163.73627460303106,0.0,20
user_0111c2b3,12,"[43.707651, -79.406835]","[40.679817, -73.849707]",568.0650486868918,0.0,40
user_0111c2b3,19,"[43.707651, -79.406835]","[43.027428, -77.610271]",163.73627460303106,0.0,60
user_0111c2b3,25,"[43.707651, -79.406835]","[40.767058, -73.997]",552.3114744429478,0.0,80
user_0111c2b3,31,"[43.707651, -79.406835]","[40.689132, -73.721469]",575.9686606085003,0.0,100
user_012b2595,0,"[34.127978000000006, -118.03457]","[34.393699999999995, -118.24542149999999]",35.33422267254597,1.0,0
user_012b2595,0,"[34.127978000000006, -118.03457]","[34.393699999999995, -118.24542149999999]",35.33422267254597,1.0,5
user_012b2595,0,"[34.127978000000006, -118.03457]","[34.393699999999995, -118.24542149999999]",35.33422267254597,1.0,10
user_012b2595,0,"[34.127978000000006, -118.03457]","[34.393699999999995, -118.24542149999999]",35.33422267254597,1.0,20
user_012b2595,0,"[34.127978000000006, -118.03457]","[34.393699999999995, -118.24542149999999]",35.33422267254597,1.0,40
user_012b2595,0,"[34.127978000000006, -118.03457]","[34.393699999999995, -118.24542149999999]",35.33422267254597,1.0,60
user_012b2595,0,"[34.127978000000006, -118.03457]","[34.393699999999995, -118.24542149999999]",35.33422267254597,1.0,80
user_012b2595,0,"[34.127978000000006, -118.03457]","[34.393699999999995, -118.24542149999999]",35.33422267254597,1.0,100
user_0139bf5c,0,"[40.670277, -73.899973]","[40.679817, -73.849707]",4.369766000114561,1.0,0
user_0139bf5c,0,"[40.670277, -73.899973]","[40.679817, -73.849707]",4.369766000114561,1.0,5
user_0139bf5c,1,"[40.670277, -73.899973]","[40.679817, -73.849707]",4.369766000114561,1.0,10
user_0139bf5c,3,"[40.670277, -73.899973]","[40.679817, -73.849707]",4.369766000114561,1.0,20
user_0139bf5c,7,"[40.670277, -73.899973]","[40.679817, -73.849707]",4.369766000114561,1.0,40
user_0139bf5c,11,"[40.670277, -73.899973]","[40.68682149999999, -73.942293]",4.0150234883036156,1.0,60
user_0139bf5c,15,"[40.670277, -73.899973]","[40.679817, -73.849707]",4.369766000114561,1.0,80
user_0139bf5c,19,"[40.670277, -73.899973]","[40.68682149999999, -73.942293]",4.0150234883036156,1.0,100
user_0158891f,0,"[39.137188, -77.072672]","[37.500671000000004, -77.394889]",184.13060362120044,0.0,0
user_0158891f,0,"[39.137188, -77.072672]","[37.500671000000004, -77.394889]",184.13060362120044,0.0,5
user_0158891f,0,"[39.137188, -77.072672]","[37.500671000000004, -77.394889]",184.13060362120044,0.0,10
user_0158891f,1,"[39.137188, -77.072672]","[37.500671000000004, -77.394889]",184.13060362120044,0.0,20
user_0158891f,3,"[39.137188, -77.072672]","[37.500671000000004, -77.394889]",184.13060362120044,0.0,40
user_0158891f,5,"[39.137188, -77.072672]","[37.500671000000004, -77.394889]",184.13060362120044,0.0,60
user_0158891f,7,"[39.137188, -77.072672]","[37.500671000000004, -77.394889]",184.13060362120044,0.0,80
user_0158891f,8,"[39.137188, -77.072672]","[37.500671000000004, -77.394889]",184.13060362120044,0.0,100
user_018311d7,0,"[26.240639, -80.202175]","[25.973882, -80.242374]",29.932411855580117,1.0,0
user_018311d7,0,"[26.240639, -80.202175]","[25.973882, -80.242374]",29.932411855580117,1.0,5
user_018311d7,0,"[26.240639, -80.202175]","[25.973882, -80.242374]",29.932411855580117,1.0,10
user_018311d7,1,"[26.240639, -80.202175]","[25.973882, -80.242374]",29.932411855580117,1.0,20
user_018311d7,2,"[26.240639, -80.202175]","[25.973882, -80.242374]",29.932411855580117,1.0,40
user_018311d7,4,"[26.240639, -80.202175]","[25.973882, -80.242374]",29.932411855580117,1.0,60
user_018311d7,5,"[26.240639, -80.202175]","[25.973882, -80.242374]",29.932411855580117,1.0,80
user_018311d7,6,"[26.240639, -80.202175]","[25.973882, -80.242374]",29.932411855580117,1.0,100
user_020719b6,0,"[40.798828, -73.96866700000001]","[40.812029499999994, -73.93619749999999]",3.1021640703310176,1.0,0
user_020719b6,1,"[40.798828, -73.96866700000001]","[40.9112535, -73.7748885]",20.539974318257194,1.0,5
user_020719b6,3,"[40.798828, -73.96866700000001]","[40.812029499999994, -73.93619749999999]",3.1021640703310176,1.0,10
user_020719b6,6,"[40.798828, -73.96866700000001]","[40.9112535, -73.7748885]",20.539974318257194,1.0,20
user_020719b6,12,"[40.798828, -73.96866700000001]","[40.862080999999996, -73.893029]",9.485118939359822,1.0,40
user_020719b6,18,"[40.798828, -73.96866700000001]","[40.812029499999994, -73.93619749999999]",3.1021640703310176,1.0,60
user_020719b6,24,"[40.798828, -73.96866700000001]","[40.9112535, -73.7748885]",20.539974318257194,1.0,80
user_020719b6,30,"[40.798828, -73.96866700000001]","[40.9112535, -73.7748885]",20.539974318257194,1.0,100
user_024035a3,0,"[41.89503, -87.61735300000001]","[38.1297562, -85.9286095]",442.66663378170585,0.0,0
user_024035a3,0,"[41.89503, -87.61735300000001]","[38.1297562, -85.9286095]",442.66663378170585,0.0,5
user_024035a3,0,"[41.89503, -87.61735300000001]","[38.1297562, -85.9286095]",442.66663378170585,0.0,10
user_024035a3,1,"[41.89503, -87.61735300000001]","[38.1297562, -85.9286095]",442.66663378170585,0.0,20
user_024035a3,3,"[41.89503, -87.61735300000001]","[38.1297562, -85.9286095]",442.66663378170585,0.0,40
user_024035a3,4,"[41.89503, -87.61735300000001]","[38.1297562, -85.9286095]",442.66663378170585,0.0,60
user_024035a3,6,"[41.89503, -87.61735300000001]","[41.888062, -87.853226]",19.53968740459334,1.0,80
user_024035a3,7,"[41.89503, -87.61735300000001]","[42.392489999999995, -83.472249]",346.1626601088076,0.0,100
user_0244a57d,0,"[36.070212, -79.771242]","[35.699328, -80.81794599999999]",102.92053890660378,1.0,0
user_0244a57d,1,"[36.070212, -79.771242]","[35.699328, -80.81794599999999]",102.92053890660378,1.0,5
user_0244a57d,2,"[36.070212, -79.771242]","[35.699328, -80.81794599999999]",102.92053890660378,1.0,10
user_0244a57d,4,"[36.070212, -79.771242]","[35.952729999999995, -78.541696]",111.36037042720622,1.0,20
user_0244a57d,8,"[36.070212, -79.771242]","[38.935939499999996, -77.024115]",400.2852177732906,0.0,40
user_0244a57d,12,"[36.070212, -79.771242]","[35.699328, -80.81794599999999]",102.92053890660378,1.0,60
user_0244a57d,16,"[36.070212, -79.771242]","[37.500671000000004, -77.394889]",264.71961472931855,0.0,80
user_0244a57d,20,"[36.070212, -79.771242]","[35.699328, -80.81794599999999]",102.92053890660378,1.0,100
user_025254cc,0,"[32.37846, -86.19815]","[29.694716500000002, -95.5632315]",940.4374948874217,0.0,0
user_025254cc,0,"[32.37846, -86.19815]","[29.694716500000002, -95.5632315]",940.4374948874217,0.0,5
user_025254cc,1,"[32.37846, -86.19815]","[29.694716500000002, -95.5632315]",940.4374948874217,0.0,10
user_025254cc,3,"[32.37846, -86.19815]","[29.694716500000002, -95.5632315]",940.4374948874217,0.0,20
user_025254cc,7,"[32.37846, -86.19815]","[32.966581500000004, -96.941848]",1007.3020504632417,0.0,40
user_025254cc,10,"[32.37846, -86.19815]","[29.694716500000002, -95.5632315]",940.4374948874217,0.0,60
user_025254cc,14,"[32.37846, -86.19815]","[43.027428, -77.610271]",1402.8380308377034,0.0,80
user_025254cc,17,"[32.37846, -86.19815]","[29.694716500000002, -95.5632315]",940.4374948874217,0.0,100
user_02608f89,0,"[29.613927, -95.499895]","[29.694716500000002, -95.5632315]",10.870115489034083,1.0,0
user_02608f89,2,"[29.613927, -95.499895]","[29.694716500000002, -95.5632315]",10.870115489034083,1.0,5
user_02608f89,5,"[29.613927, -95.499895]","[29.694716500000002, -95.5632315]",10.870115489034083,1.0,10
user_02608f89,10,"[29.613927, -95.499895]","[29.694716500000002, -95.5632315]",10.870115489034083,1.0,20
user_02608f89,20,"[29.613927, -95.499895]","[29.694716500000002, -95.5632315]",10.870115489034083,1.0,40
user_02608f89,30,"[29.613927, -95.499895]","[29.694716500000002, -95.5632315]",10.870115489034083,1.0,60
user_02608f89,40,"[29.613927, -95.499895]","[33.187655500000005, -90.102037]",648.1821553903811,0.0,80
user_02608f89,50,"[29.613927, -95.499895]","[29.694716500000002, -95.5632315]",10.870115489034083,1.0,100
user_0260ac1c,0,"[25.964809, -80.352982]","[25.973882, -80.242374]",11.103139449125363,1.0,0
user_0260ac1c,0,"[25.964809, -80.352982]","[25.973882, -80.242374]",11.103139449125363,1.0,5
user_0260ac1c,1,"[25.964809, -80.352982]","[25.973882, -80.242374]",11.103139449125363,1.0,10
user_0260ac1c,2,"[25.964809, -80.352982]","[25.973882, -80.242374]",11.103139449125363,1.0,20
user_0260ac1c,4,"[25.964809, -80.352982]","[25.973882, -80.242374]",11.103139449125363,1.0,40
user_0260ac1c,7,"[25.964809, -80.352982]","[40.6952045, -74.005395]",1739.5760650295465,0.0,60
user_0260ac1c,9,"[25.964809, -80.352982]","[40.6952045, -74.005395]",1739.5760650295465,0.0,80
user_0260ac1c,11,"[25.964809, -80.352982]","[30.248988500000003, -82.335955]",514.5209805618659,0.0,100
user_026a085b,0,"[40.822542, -73.616138]","[40.862080999999996, -73.893029]",23.703489251116157,1.0,0
user_026a085b,0,"[40.822542, -73.616138]","[40.862080999999996, -73.893029]",23.703489251116157,1.0,5
user_026a085b,0,"[40.822542, -73.616138]","[40.862080999999996, -73.893029]",23.703489251116157,1.0,10
user_026a085b,1,"[40.822542, -73.616138]","[40.862080999999996, -73.893029]",23.703489251116157,1.0,20
user_026a085b,2,"[40.822542, -73.616138]","[40.862080999999996, -73.893029]",23.703489251116157,1.0,40
user_026a085b,3,"[40.822542, -73.616138]","[40.689132, -73.721469]",17.28515077854286,1.0,60
user_026a085b,4,"[40.822542, -73.616138]","[40.689132, -73.721469]",17.28515077854286,1.0,80
user_026a085b,5,"[40.822542, -73.616138]","[40.689132, -73.721469]",17.28515077854286,1.0,100
user_027240b7,0,"[40.715163000000004, -74.050488]","[40.6952045, -74.005395]",4.401527815697584,1.0,0
user_027240b7,0,"[40.715163000000004, -74.050488]","[40.6952045, -74.005395]",4.401527815697584,1.0,5
user_027240b7,1,"[40.715163000000004, -74.050488]","[40.6952045, -74.005395]",4.401527815697584,1.0,10
user_027240b7,2,"[40.715163000000004, -74.050488]","[40.6952045, -74.005395]",4.401527815697584,1.0,20
user_027240b7,4,"[40.715163000000004, -74.050488]","[40.6952045, -74.005395]",4.401527815697584,1.0,40
user_027240b7,7,"[40.715163000000004, -74.050488]","[40.6952045, -74.005395]",4.401527815697584,1.0,60
user_027240b7,9,"[40.715163000000004, -74.050488]","[40.6952045, -74.005395]",4.401527815697584,1.0,80
user_027240b7,11,"[40.715163000000004, -74.050488]","[40.6952045, -74.005395]",4.401527815697584,1.0,100
user_028ea70d,0,"[33.952566999999995, -84.095391]","[37.500671000000004, -77.394889]",721.8445247035469,0.0,0
user_028ea70d,1,"[33.952566999999995, -84.095391]","[37.500671000000004, -77.394889]",721.8445247035469,0.0,5
user_028ea70d,3,"[33.952566999999995, -84.095391]","[33.748637, -84.44241149999999]",39.25757557093724,1.0,10
user_028ea70d,6,"[33.952566999999995, -84.095391]","[30.248988500000003, -82.335955]",443.8923902514348,0.0,20
user_028ea70d,12,"[33.952566999999995, -84.095391]","[32.966581500000004, -96.941848]",1195.9714131965327,0.0,40
user_028ea70d,19,"[33.952566999999995, -84.095391]","[33.748637, -84.44241149999999]",39.25757557093724,1.0,60
user_028ea70d,25,"[33.952566999999995, -84.095391]","[41.888062, -87.853226]",941.6789583292477,0.0,80
user_028ea70d,31,"[33.952566999999995, -84.095391]","[33.748637, -84.44241149999999]",39.25757557093724,1.0,100
user_02b9be6b,0,"[25.715007999999997, -80.321984]","[25.973882, -80.242374]",29.867647250631187,1.0,0
user_02b9be6b,0,"[25.715007999999997, -80.321984]","[25.973882, -80.242374]",29.867647250631187,1.0,5
user_02b9be6b,0,"[25.715007999999997, -80.321984]","[25.973882, -80.242374]",29.867647250631187,1.0,10
user_02b9be6b,1,"[25.715007999999997, -80.321984]","[25.973882, -80.242374]",29.867647250631187,1.0,20
user_02b9be6b,3,"[25.715007999999997, -80.321984]","[25.973882, -80.242374]",29.867647250631187,1.0,40
user_02b9be6b,4,"[25.715007999999997, -80.321984]","[25.973882, -80.242374]",29.867647250631187,1.0,60
user_02b9be6b,6,"[25.715007999999997, -80.321984]","[25.973882, -80.242374]",29.867647250631187,1.0,80
user_02b9be6b,7,"[25.715007999999997, -80.321984]","[25.973882, -80.242374]",29.867647250631187,1.0,100
user_02bc8170,0,"[33.956047, -80.388723]","[33.746497, -84.074836]",341.1757118692413,0.0,0
user_02bc8170,0,"[33.956047, -80.388723]","[33.746497, -84.074836]",341.1757118692413,0.0,5
user_02bc8170,1,"[33.956047, -80.388723]","[33.746497, -84.074836]",341.1757118692413,0.0,10
user_02bc8170,3,"[33.956047, -80.388723]","[35.699328, -80.81794599999999]",197.7630943010524,0.0,20
user_02bc8170,7,"[33.956047, -80.388723]","[33.746497, -84.074836]",341.1757118692413,0.0,40
user_02bc8170,11,"[33.956047, -80.388723]","[33.746497, -84.074836]",341.1757118692413,0.0,60
user_02bc8170,15,"[33.956047, -80.388723]","[33.746497, -84.074836]",341.1757118692413,0.0,80
user_02bc8170,18,"[33.956047, -80.388723]","[35.699328, -80.81794599999999]",197.7630943010524,0.0,100
user_02bf7ba3,0,"[30.431894, -91.172674]","[33.746497, -84.074836]",763.2314341694454,0.0,0
user_02bf7ba3,0,"[30.431894, -91.172674]","[33.746497, -84.074836]",763.2314341694454,0.0,5
user_02bf7ba3,0,"[30.431894, -91.172674]","[33.746497, -84.074836]",763.2314341694454,0.0,10
user_02bf7ba3,0,"[30.431894, -91.172674]","[33.746497, -84.074836]",763.2314341694454,0.0,20
user_02bf7ba3,1,"[30.431894, -91.172674]","[33.746497, -84.074836]",763.2314341694454,0.0,40
user_02bf7ba3,1,"[30.431894, -91.172674]","[33.746497, -84.074836]",763.2314341694454,0.0,60
user_02bf7ba3,2,"[30.431894, -91.172674]","[33.746497, -84.074836]",763.2314341694454,0.0,80
user_02bf7ba3,2,"[30.431894, -91.172674]","[33.746497, -84.074836]",763.2314341694454,0.0,100
user_0353e8ae,0,"[33.991759, -81.026973]","[33.746497, -84.074836]",282.7067759271928,0.0,0
user_0353e8ae,2,"[33.991759, -81.026973]","[33.746497, -84.074836]",282.7067759271928,0.0,5
user_0353e8ae,4,"[33.991759, -81.026973]","[33.746497, -84.074836]",282.7067759271928,0.0,10
user_0353e8ae,8,"[33.991759, -81.026973]","[33.746497, -84.074836]",282.7067759271928,0.0,20
user_0353e8ae,16,"[33.991759, -81.026973]","[33.746497, -84.074836]",282.7067759271928,0.0,40
user_0353e8ae,25,"[33.991759, -81.026973]","[35.699328, -80.81794599999999]",190.82887040738092,0.0,60
user_0353e8ae,33,"[33.991759, -81.026973]","[33.746497, -84.074836]",282.7067759271928,0.0,80
user_0353e8ae,41,"[33.991759, -81.026973]","[33.746497, -84.074836]",282.7067759271928,0.0,100
user_0358290a,0,"[42.329366, -71.083885]","[41.916661, -71.40430400000001]",52.95563258243768,1.0,0
user_0358290a,0,"[42.329366, -71.083885]","[41.916661, -71.40430400000001]",52.95563258243768,1.0,5
user_0358290a,0,"[42.329366, -71.083885]","[41.916661, -71.40430400000001]",52.95563258243768,1.0,10
user_0358290a,1,"[42.329366, -71.083885]","[41.916661, -71.40430400000001]",52.95563258243768,1.0,20
user_0358290a,3,"[42.329366, -71.083885]","[41.916661, -71.40430400000001]",52.95563258243768,1.0,40
user_0358290a,5,"[42.329366, -71.083885]","[41.916661, -71.40430400000001]",52.95563258243768,1.0,60
user_0358290a,7,"[42.329366, -71.083885]","[41.916661, -71.40430400000001]",52.95563258243768,1.0,80
user_0358290a,9,"[42.329366, -71.083885]","[41.916661, -71.40430400000001]",52.95563258243768,1.0,100
user_0382fe49,0,"[39.984679, -104.880067]","[32.966581500000004, -96.941848]",1053.9584358080285,0.0,0
user_0382fe49,0,"[39.984679, -104.880067]","[32.966581500000004, -96.941848]",1053.9584358080285,0.0,5
user_0382fe49,1,"[39.984679, -104.880067]","[32.966581500000004, -96.941848]",1053.9584358080285,0.0,10
user_0382fe49,2,"[39.984679, -104.880067]","[32.966581500000004, -96.941848]",1053.9584358080285,0.0,20
user_0382fe49,4,"[39.984679, -104.880067]","[32.966581500000004, -96.941848]",1053.9584358080285,0.0,40
user_0382fe49,7,"[39.984679, -104.880067]","[29.694716500000002, -95.5632315]",1423.6824920869155,0.0,60
user_0382fe49,9,"[39.984679, -104.880067]","[33.748637, -84.44241149999999]",1940.3462007676865,0.0,80
user_0382fe49,11,"[39.984679, -104.880067]","[32.966581500000004, -96.941848]",1053.9584358080285,0.0,100
user_03c6b720,0,"[40.604419, -73.754601]","[40.6952045, -74.005395]",23.44290600909879,1.0,0
user_03c6b720,0,"[40.604419, -73.754601]","[40.6952045, -74.005395]",23.44290600909879,1.0,5
user_03c6b720,0,"[40.604419, -73.754601]","[40.6952045, -74.005395]",23.44290600909879,1.0,10
user_03c6b720,1,"[40.604419, -73.754601]","[40.9112535, -73.7748885]",34.161250068870054,1.0,20
user_03c6b720,2,"[40.604419, -73.754601]","[40.9112535, -73.7748885]",34.161250068870054,1.0,40
user_03c6b720,4,"[40.604419, -73.754601]","[40.9112535, -73.7748885]",34.161250068870054,1.0,60
user_03c6b720,5,"[40.604419, -73.754601]","[38.935939499999996, -77.024115]",335.3768061775485,0.0,80
user_03c6b720,6,"[40.604419, -73.754601]","[38.935939499999996, -77.024115]",335.3768061775485,0.0,100
user_03d8769a,0,"[37.025089, -76.342439]","[33.748637, -84.44241149999999]",819.2916039466728,0.0,0
user_03d8769a,0,"[37.025089, -76.342439]","[33.748637, -84.44241149999999]",819.2916039466728,0.0,5
